dir,Entry,updated,nSub,SPSDD,year1,author1,doi1,Ref1,Title
4/404,40445,20000427,2,,1976,V.D.Avchukhov+,,"Conf: Conf.on Nucl.Spectr.and Nucl.Struct.,Baku 1976, p.90 (1976)","Fluorescence of Levels in the Reaction 127-J(N,NG)"
4/404,40446,19850329,2,,1976,V.D.Avchukhov+,,"Conf: Conf.on Nucl.Spectr.and Nucl.Struct.,Baku 1976, p.93 (1976)","Fluorescence of Levels In The Reaction 133-Cs(N,Ng)"
4/404,40447,19850329,2,,1976,G.A.Prokopec+,,"Conf: Conf.on Nucl.Spectr.and Nucl.Struct.,Baku 1976, p.51 (1976)","The Reactions 19-F(N,Xg) In The Neutron Energy Range 16-22 Mev"
4/404,40448,20050827,3,,1959,YU.YA.Stavisskii+,,"Jour: Atomnaya Energiya, Vol.7, Issue.3, p.259 (1959)","Measurement of Radiative Capture Cross Sections of Fast Neutrons, Using Gallium Isotopes."
4/404,40449,20000921,6,,1978,V.D.Avchukhov+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.49, Issue.9, p.1937 (1978)","The Excitement of Levels of I-127,W-184 and W-186 In (N,N'G) Reaction"
4/404,40450,19850423,2,,1978,V.M.Piksajkin+,,"Jour: Yadernaya Fizika, Vol.28, Issue.2, p.314 (1978)","On Neutrons From Cf-252 Emitted Under Small Angles To The Fission Axis"
4/404,40451,19850423,4,,1900,D.K.Kaipov+,,"[ ]: ?, ","Half-Lives of Magnesium-24, -25 and -26 Levels, Excited In (N,N'Gamma) Reaction"
4/404,40452,20051228,5,,1960,YU.YA.Stavisskii+,,"Jour: Atomnaya Energiya, Vol.9, Issue.5, p.401 (1960)","Fast Neutron Radiative Capture Cross Sections Ov V-51, Nb-93,W-186 and Tl-205."
4/404,40453,19850329,2,,1975,JU.P.Popov+,,"Conf: 3.All Union Conf.on Neutron Phys.,Kiev,9-13 Jun 1975, Vol.4, p.50 (1975)","Study of Low-Energy Gamma-Quanta From Sm-147(N,G) Reaction On Resonance Neutrons"
4/404,40454,20000505,3,,1977,V.D.Avchukhov+,,"Conf: 27.Conf.on Nucl.Spectr.and Nucl.Struct.,Tashkent 1977, p.9 (1977)","Gamma-Transitions of Pr-141 and Ta-181 in (N,N'G ) Reaction"
4/404,40455,19850329,3,,1960,V.P.Perelygin+,,"Jour: Atomnaya Energiya, Vol.9, Issue.6, p.488 (1960)","The Li6(N,Alpha)He3 Reaction Cross Section for 2.15 Mev."
4/404,40456,19850329,2,,1976,E.S.Konobeevskij+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.40, Issue.4, p.803 (1976)","Neutron Inelastic Scattering On The Ruthenium and Palladium Nuclei In The Near-Threshold Energy Region"
4/404,40457,20110712,5,,1977,V.Ya.Baryba+,,"Jour: Atomnaya Energiya, Vol.43, Issue.4, p.266 (1977)","Energy and angular distributions of neutrons produced in the bombardment of U-238 with 2.47 MeV neutrons"
4/404,40458,19850329,2,,1975,B.M.Aleksandrov+,,"Conf: 3.All Union Conf.on Neutron Phys.,Kiev,9-13 Jun 1975, Vol.5, p.166 (1975)","Determination of Average Neutron Number Per Fission for Californium-252"
4/404,40459,19850329,2,,1975,A.G.Donichkin+,,"Conf: 3.All Union Conf.on Neutron Phys.,Kiev,9-13 Jun 1975, Vol.5, p.82 (1975)","Yield Determination of Some Fission-Fragments of Cf-252 By Means of Soft Electromagnetic Radiation Measurement"
4/404,40460,19881130,20,,1975,V.P.Vertebnyy+,,"Conf: 3.All Union Conf.on Neutron Phys.,Kiev,9-13 Jun 1975, Vol.3, p.151 (1975)","Total and Partial Neutron Cross-Sections of Some Lanthanide and Fissionable Nuclei Measured With The Help of Scandium Filter"
4/404,40461,20100818,26,,1900,N.S.Biryukov+,,"[ ]: ?, ","Inelastic scattering of neutrons with initial energy 9.1 MeV ."
4/404,40462,19881130,11,,1977,V.P.Vertebnyj+,,"Jour: Yadernaya Fizika, Vol.26, Issue.6, p.1137 (1977)","Neutron Cross-Sections and Resonance Parameters for Radioactive Europium Isotopes"
4/404,40463,19850329,12,,1979,V.P.Efrosinin+,,"Conf: 29.Conf.on Nucl.Spectr.and Nucl.Struct.,Riga 1979, p.421 (1979)","Neutron Inelastic Cross-Sections for Osmium, Platinum and Mercury Nuclei Near The Rection Threshold"
4/404,40464,19850329,7,,1975,E.A.Pavlenko+,,"Conf: 3.All Union Conf.on Neutron Phys.,Kiev,9-13 Jun 1975, Vol.3, p.171 (1975)","Neutron Capture Cross-Section Measurement for Hafnium and Vanadium Isotopes"
4/404,40465,19861021,3,,1976,V.M.Adamov+,,"Prog: Yaderno-Fizicheskie Issledovaniya v SSSR, No.22, p.14 (1976)","Absolute Fission Cross-Section Measurements of U-235 and U-238 By Cf-252 Fission Spectrum Neutrons"
4/404,40466,20020822,5,,1975,V.F.Razbudey+,,"Rept: Inst. Yad. Issledovanii, Kiev Reports, No.75-17 (1975)","Total Cross-Section Measurements of Europium Radioactive Samples On Neutron Spectrometer With Thin Neutron Beam"
4/404,40467,20061025,21,,1976,V.D.Gavrilov+,,"Jour: Atomnaya Energiya, Vol.41, Issue.3, p.185 (1976)","Thermal Fission And Capture Cross-sections And Resonance Integrals For Am-241,Am-243,Bk-249,Cf-249"
4/404,40468,20110816,5,,1976,V.A.Anufriev+,,"Conf: Int.Conf.on Interact.of Neutr.with Nuclei,Lowell 1976,  (1976)","Resonance parameters of isotopes Cs-133 and Cs-134 in the energy range up to 400 eV"
4/404,40469,19850329,5,,1976,S.M.Kalebin+,,"Conf: Int.Conf.on Interact.of Neutr.with Nuclei,Lowell 1976,  (1976)","The Total Neutron Cross-Section and The Resonance Parameters of Lu-175, Lu-176 Up To 200 Ev"
4/404,40470,19850329,3,,1975,A.A.Bergman+,,"Conf: 3.All Union Conf.on Neutron Phys.,Kiev,9-13 Jun 1975, Vol.6, p.61 (1975)","Radiation Capture-To-Fission Cross-Section Ratio of Pu-239 In The Energy Range 0.2 - 30.0 Kev"
4/404,40471,19850329,2,,1978,V.I.Melent'jev+,,"Jour: Atomnaya Energiya, Vol.44, Issue.2, p.171 (1978)","On Al-27(N,P)Mg-27 Reaction Cross-Section for 14.9 Mev Neutrons"
4/404,40472,20111219,3,,1975,G.V.Kotel'nikova+,,"Rept: Fiz.-Energ Institut, Obninsk Reports, No.575 (1975)","The energy spectrum of neutrons from spontaneous fission of CF-252 in the energy range 0.5 - 7 MeV"
4/404,40473,19850329,7,,1979,V.P.Efrosinin+,,"Conf: 29.Conf.on Nucl.Spectr.and Nucl.Struct.,Riga 1979, p.274 (1979)","Cross-Sections Measurements and Calculations for Collective-Levels Excitation At The Inelastic Scattering of The Low-Energy Neutrons On Samarium and Gadolinium Nuclei"
4/404,40474,19850329,3,,1978,B.I.Fursov+,,"Jour: Atomnaya Energiya, Vol.44, Issue.3, p.236 (1978)","Fission Sross-Section Measurement for U-233 and Pu-241 Relative To U-235 Fission Cross-Section In The Energy Range 0.024 - 7.4 Mev"
4/404,40475,20080331,10,,1975,V.P.Alfimenkov+,,"Jour: Zhurnal Eksperimental'noi i Teoret. Fiziki, Vol.69, p.777 (1975)","Neutron spin states amplitudes and scattering cross-sections for rare-earth elements"
4/404,40476,20000505,9,,1976,K.D.Zhuravlev+,,"Prog: Yadernye Konstanty, No.22, p.3 (1976)","Fission Cross-Sections of U-235 and Pu-239 For Neutrons of 2, 24, 55, 144 KeV Energy"
4/404,40477,19870623,2,,1976,V.A.Vtyurin+,,"Jour: Yadernaya Fizika, Vol.23, p.1165 (1976)","Absolute Determination of Alfa-Width for 3.42 Ev Resonance In Reaction Sm-147(N,A)Nd-144"
4/404,40478,19850329,2,,1979,F.N.Beljaev+,,"Jour: Yadernaya Fizika, Vol.30, Issue.1, p.3 (1979)","Spin Determination of Neutron Resonances for W-183"
4/404,40479,20010209,7,,1978,YU.S.Zamyatnin+,,"Jour: Yadernaya Fizika, Vol.27, Issue.1, p.60 (1978)","Structure of Mass Distribution of Fragments from U-235, Pu-239 Fission by Thermal Neutrons and from Spontaneous Fission of Cf-252 and Pu-240"
4/404,40480,19850329,2,,1977,V.A.Poruchikov+,,"Prog: Yaderno-Fizicheskie Issledovaniya v SSSR, No.25, p.54 (1977)","Investigations of Neutron Resonances In 0.5-20 Ev Energy Region"
4/404,40481,19850329,5,,1978,I.F.Barchuk+,,"Conf: 28.Conf.on Nucl.Spectr.and Nucl.Struct.,Alma-Ata 1978, p.111 (1978)","Spectrum of Gamma-Rays From Os, Sn (N,G) Reactions By Thermal Neutrons"
4/404,40482,19850329,2,,1977,V.M.Morozov+,,"Prog: Yaderno-Fizicheskie Issledovaniya v SSSR, No.25, p.41 (1977)","Thin Caseous Target for Neutron Invesiigations"
4/404,40483,20061215,3,,1975,P.E.Vorotnikov+,,"Prog: Yaderno-Fizicheskie Issledovaniya v SSSR, No.20, p.9 (1975)","U-238 Fission By The Neutron With Energy Lower Than Fission Threshold And Fissionable Isomer Production By Neutron Inelastic Scattering On U-238"
4/404,40484,20000510,9,,1979,V.A.Anufrijev+,,"Jour: Atomnaya Energiya, Vol.46, Issue.3, p.158 (1979)","Resonance Parameters of Neutron Levels For Eu-153, Eu-154 (HL= 8.6 YEARS), Eu-155 (HL= 4.7 YEARS)"
4/404,40485,19890505,4,,1978,YU.A.Nemilov+,,"Prog: Yaderno-Fizicheskie Issledovaniya v SSSR, No.26, p.25 (1978)","Cross-Sections of (N,P) Reactions On Ni-58, Fe-56 and Zn-64 Izotopes At Neutron Energies 7.6 - 9.3 Mev"
4/404,40486,19850329,15,,1978,V.D.Gavrilov+,,"Jour: Atomnaya Energiya, Vol.44, Issue.3, p.246 (1978)","Thermal Cross-Section and Resonance Integrals of Radiation Capture of Neutrons for Cm-244-248 Isotopes and for Cf-250"
4/404,40487,19850329,6,,1979,JU.V.Rjabov,,"Jour: Atomnaya Energiya, Vol.46, Issue.3, p.154 (1979)","The Measurement of Fission Cross-Sections of Plutonium -239 for 10-Ev To 100-Kev Neutrons"
4/404,40488,19850329,2,,1975,T.A.Mostovaja+,,"Conf: 3.All Union Conf.on Neutron Phys.,Kiev,9-13 Jun 1975, Vol.6, p.76 (1975)","U-235 Fission Cross-Section In Neutron Energy Range 0.01-10 Kev"
4/404,40489,19930929,7,,1979,L.N.Yurova+,,"Jour: Atomnaya Energiya, Vol.47, Issue.1, p.26 (1979)","Yields of Some Species of Fragments At The Fission of U-235, U-238, Pu-239 Induced By The Neutron Spectrum of The Reactor Br-1"
4/404,40490,20110726,3,,1979,K.D.Zhuravlev+,,"Jour: Atomnaya Energiya, Vol.47, Issue.1, p.55 (1979)","Thermal neutron fission cross-section and fission resonance integral for curium-243"
4/404,40491,19850329,2,,1979,A.V.Murzin+,,"Conf: 29.Conf.on Nucl.Spectr.and Nucl.Struct.,Riga 1979, p.292 (1979)","Gamma-Ray Spectrum From The (N,G) Reaction On Samarium By The Neutron Energy 24.5 Kev"
4/404,40492,19850329,3,,1977,V.V.Filippov,,"Prog: Yadernye Konstanty, No.26, p.5 (1977)","Total Neutron Cross Section for Uranium and Thorium In Region 10.-250.Kev"
4/404,40493,19850329,2,,1979,M.V.Savin+,,"Rept: Yaderno-Fizicheskie Issledovaniya v SSSR, No.27, p.4 (1979)","Average Number of Prompt Neutrons At The U-235 Fission By The Neutrons In The Energy Interval 0.2 - 1.0 Mev"
4/404,40495,19850329,3,,1979,V.A.Anufriev+,,"Jour: Atomnaya Energiya, Vol.47, Issue.4, p.269 (1979)","Neodymium-145 Total Cross-Section Measurement"
4/404,40496,20021206,11,,1976,B.I.Sukhanov+,,"Rept: Yadernye Konstanty, No.23, p.134 (1976)","Measurement of Group-Averaged Cross-Sections for Gamma-Quanta Production By Interaction of 14-Mev Neutrons With Nuclei of N,O, Al, Pb and Checking of Gamma-Production Constants In An Integral Experiment"
4/404,40497,19850329,2,,1976,V.F.Razbudej+,,"Rept: Yaderno-Fizicheskie Issledovaniya v SSSR, No.22, p.21 (1976)","Measurement of Thermal Neutron Cross-Section for Eu-152 (Half-Life = 12.4 Years)"
4/404,40498,19981115,2,,1976,V.F.Razbudey+,,"Prog: Yaderno-Fizicheskie Issledovaniya v SSSR, No.22, p.22 (1976)","More Precise Definition of Total Neutron Cross-Sections for Europium-153 In The Energy Range .008 - .3 Ev"
4/404,40499,19880812,3,,1978,L.S.Lebedev+,,"Prog: Yaderno-Fizicheskie Issledovaniya v SSSR, No.26, p.29 (1978)","Inelastic Scattering of 4.7 Mev Neutrons On Vanadium and Chromium"
4/405,40500,20060407,7,,1975,L.M.Andrejchuk+,,"Conf: 3.All Union Conf.on Neutron Phys.,Kiev,9-13 Jun 1975, Vol.5, p.120 (1975)","Average Energy Measurement for Spectra of Fission Neutrons By The Relative Method for U-233, U-235, Pu-239"
4/405,40501,20110711,2,SPSDD,1977,B.I.Fursov+,,"Jour: Atomnaya Energiya, Vol.43, Issue.4, p.261 (1977)","Measurement of the ratio of Pu-239 and U-235 fission cross-section for 0.024-7.4 MeV neutrons."
4/405,40502,20060616,2,,1976,JU.V.Ryabov,,"Jour: Atomnaya Energiya, Vol.40, Issue.4, p.339 (1976)","About Measurement Of Radiative Capture And Fission Cross-Sections Ratio (Alfa) In The Region Of Resonance Energies Of Interacting Neutrons"
4/405,40504,20110920,12,,1975,Yu.P.Gangrskiy+,,"Conf: 3.All Union Conf.on Neutron Phys.,Kiev,9-13 Jun 1975, Vol.5, p.245 (1975)","Measurement of cross-sections of production of spontaneously-fissionable isomers in reaction with neutrons."
4/405,40505,20020822,7,,1977,A.P.Degtyarev+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.2, p.57 (1977)","Gamma-Rays Connected With The Nonelastic Processed of The Deuterium-Tritium Neutrons On The Nuclei Na,Fe"
4/405,40506,20110708,2,,1977,B.I.Fursov+,,"Jour: Atomnaya Energiya, Vol.43, Issue.3, p.181 (1977)","Measurement of the ratio of the U-238 and U-235 cross sections for fission by 1-7-MeV neutrons"
4/405,40507,19850329,5,,1978,V.M.Kuprijanov+,,"Jour: Atomnaya Energiya, Vol.45, Issue.6, p.440 (1978)","The Measurement of Np-237/Pu-239 and Am-241/Pu-239 Fission Cross-Section Ratios In The .13-7.0 Mev Neutron Energy Interval"
4/405,40508,20010315,14,,1980,M.V.Savin+,,"Jour: Atomnaya Energiya, Vol.49, Issue.4, p.236 (1980)","Gamma-Quanta Production Cross-Section at the Interaction of the Fast Neutrons on the Nuclei Of the Carbon, Lead and Rhenium"
4/405,40509,20070920,5,,1979,V.M.Kupriyanov+,,"Jour: Atomnaya Energiya, Vol.46, Issue.1, p.35 (1979)","The measurement of Pu-240 and Pu-242 fission cross- sections relative to that of U-235 in the .127-7.4 MeV neutron energy interval"
4/405,40510,20111013,4,,1980,A.A.Van'kov+,,"Jour: Atomnaya Energiya, Vol.48, Issue.6, p.377 (1980)","Determination of the details of the resonance structure of both the total cross section and the fission cross section of U-235 and Pu-239 for 2 eV-20-keV neutrons."
4/405,40511,19890119,2,,1980,E.M.Kozulin+,,"Conf: 5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980, Vol.2, p.25 (1980)","The Gamma-Spectrum Arising In The 3 Mev Neutrons Interaction With U-238 Nuclei"
4/405,40512,20110503,9,,1979,T.Bakalov+,,"Rept: Joint Inst. for Nucl. Res., Dubna Reports, No.12796 (1979)","Transmission and selfindication measurements on U-235 and Pu-239 in the energy range 2 eV - 20 keV."
4/405,40514,19981111,16,,1975,G.P.Dolya+,,"Conf: 3.All Union Conf.on Neutron Phys.,Kiev,9-13 Jun 1975, Vol.4, p.173 (1975)","Differential and Integral Cross-Sections for (N,Alfa) Reactions On Nuclei Fe-54,-56,-57,-58 and Ni-58,-60,-62 At Neutron Energy 14.7 Mev"
4/405,40515,19850329,7,,1980,V.M.Bezotosnyj+,,"Conf: 5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980, Vol.2, p.21 (1980)","The Spectra and Formation Cross-Sections of The Discrete Gamma-Lines In The Nonelastic Interaction of 14 Mev Neutrons With Mg,Si,P,S,Ti and Zn Nuclei"
4/405,40516,20020822,57,,1978,V.M.Bezotosnyy+,,"Rept: Yadernye Konstanty, No.3(30), p.21 (1978)","Total Cross-Section for Gamma - Production By Inelastic Interaction of Fast Neutrons With Light, Intermidiate and Heavy Nuclei"
4/405,40517,20021128,4,SPSDD,1979,G.N.Lovchikova+,,"Rept: Yadernye Konstanty, No.2(33), p.71 (1979)","Differential Cross-Sections For Inelastically Scattered Neutrons on Niobium Nucleus at Energies 5.23, 6.22, 7.23 MeV"
4/405,40518,20090805,13,,1980,M.V.Savin+,,"Jour: Vop.At.Nauki i Tekhn.,Ser.Yaderno-Reak.Konstanty, Issue.4/39, p.17 (1980)","Total gamma-emission cross-sections at the fast neutrons interaction with the copper and molybdenum nuclei."
4/405,40519,19850329,18,,1981,S.P.Simakov+,,"Jour: Atomnaya Energiya, Vol.51, Issue.4, p.244 (1981)","Neutron Inelastic Scattering Investigation In The Energy Region 5. - 8. Mev"
4/405,40520,20050527,27,,1977,V.N.Kononov+,,"Rept: Yadernye Konstanty, No.22, p.29 (1977)","Average Neutron Radiative Capture Cross-Section In the Energy Range 5 - 30 KeV For in,Ta,Au And Nd, Sm, Eu, Gd, Er Isotopes"
4/405,40521,19860417,13,,1976,V.M.Bezotosnyj+,,"Prog: Yadernye Konstanty, No.22, p.21 (1976)","Cross-Sections for Gamma-Production By The Inter- Action of 2.5-Mev Neutrons With Various Nuclei"
4/405,40522,19980204,6,,1981,V.P.Alfimenkov+,,"Rept: Joint Inst. for Nucl. Res., Dubna Reports, No.81-404 (1981)","Investigation of Spin Dependence of Neutron Cross Sections and of Strength Functions for Rare Earth Nuclei In Experiments With Polarized Neutrons and Nuclei"
4/405,40523,19850329,5,,1976,JU.A.Khokhlov+,,"Rept: Yadernye Konstanty, No.23, p.3 (1976)","Average Number of Prompt Neutrons Arising At Spontaneous Fission of Cm-244, Cm-246, Cm-248"
4/405,40524,19860304,6,,1976,V.A.Anufriev+,,"Conf: Int.Conf.on Interact.of Neutr.with Nuclei,Lowell 1976, Vol.2, p.1252 (1976)","Measurement of The Total Neutron Cross Sections and Resonance Parameters of Pm-147, Sm-149"
4/405,40525,19860304,6,,1977,V.A.Anufriev+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.2, p.263 (1977)","Neutron Resonances of Sm-150 and Sm-151 Isotopes."
4/405,40526,20010503,2,,1977,V.D.Avchukhov+,,"Conf: 27.Conf.on Nucl.Spectr.and Nucl.Struct.,Tashkent 1977, p.16 (1977)","De-Excitation of Levels of Bi-209 in (N,N G) Reaction"
4/405,40527,19850329,7,,1977,V.N.Andreev+,,"Jour: Yadernaya Fizika, Vol.25, Issue.4, p.732 (1977)","Thermal Neutron Fission of U-233 and U-235 Accompanied By A Partioles Produced At Small Angles With Respect To The Fission Axis"
4/405,40528,19860417,3,,1977,A.M.Demidov+,,"Conf: 27.Conf.on Nucl.Spectr.and Nucl.Struct.,Tashkent 1977, p.7 (1977)","Angular Distributions of G-Quanta"
4/405,40529,19860417,3,,1978,V.A.Bondarenko+,,"Conf: 28.Conf.on Nucl.Spectr.and Nucl.Struct.,Alma-Ata 1978, p.72 (1978)","Spectrum of G-Rays From Eu-151 and Eu-153 (N,N'G) Reactions"
4/405,40530,19850329,7,,1981,S.P.Simakov+,,"Rept: Yadernye Konstanty, No.5(44), p.23 (1981)","Elastic and Inelastic Scattering of The Neutrons With The Energies From 5 To 8 Mev On Cobalt"
4/405,40531,20020822,122,,1975,I.A.Korzh+,,"Conf: 3.All Union Conf.on Neutron Phys.,Kiev,9-13 Jun 1975, Vol.4, p.220 (1975)","Neutron Scattering In Energy Range 1.5-3.0 Mev On The Even Isotopes of Cr, Ni, Zn."
4/405,40532,19870520,19,,1977,I.A.Korzh+,,"Jour: Ukrainskii Fizichnii Zhurnal, Vol.22, p.87 (1977)","Differential Scattering Cross Sections of 1.5-3.0 Mev Neutrons for Ti,Fe and Bi"
4/405,40533,19990902,5,,1979,M.V.Savin+,,"Rept: Yaderno-Fizicheskie Issledovaniya v SSSR, No.27, p.5 (1979)","Total Gamma-Production Cross-Section In The (N,X-Gamma) Reaction On The Tungsten In The Neutron Energy Range 1 - 10 Mev"
4/405,40534,19850329,2,,1977,T.S.Belanova+,,"Jour: Atomnaya Energiya, Vol.42, Issue.1, p.52 (1977)","Neutron Resonance Parameters of Cm-245 In The Energy Range 1.-30. Ev"
4/405,40535,20111220,2,,1980,M.V.Blinov+,,"Conf: 5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980, Vol.3, p.109 (1980)","Californium-252 neutron spontaneous fission spectrum in the energy range 3.E+2 - 2.E+6 eV"
4/405,40536,19850329,11,,1980,V.P.Vertebnyj+,,"Conf: 5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980, Vol.2, p.111 (1980)","The Neutron Cross-Sections of Sm-152,-153,-154 and Ir Isotopes"
4/405,40537,19881103,4,,1977,A.B.Popov+,,"Jour: Yadernaya Fizika, Vol.26, Issue.1, p.14 (1977)","Parameters of Neutron Resonances In Terbium"
4/405,40538,19860417,15,,1900,E.A.Rudak+,,"[ ]: ?, ","Spectra of G-Rays From (N,G) Reactions On Tellurium and Tin Isotopes"
4/405,40539,20010126,4,,1977,V.T.Shchebolev+,,"Jour: Atomnaya Energiya, Vol.43, Issue.1, p.54 (1977)","Determination of (N,P) And (N,A) Cross-Sections On Si-28, Si-29, Si-30 For 14.8-MeV Neutrons"
4/405,40540,19850329,2,,1977,A.A.Druzhinin+,,"Jour: Atomnaya Energiya, Vol.42, Issue.4, p.314 (1977)","Radiation Capture Cross-Section of Pu-242 for Fast Neutrons"
4/405,40541,20020718,11,,1977,S.Arynov+,,"Conf: 27.Conf.on Nucl.Spectr.and Nucl.Struct.,Tashkent 1977, p.17 (1977)","Schemes of Disintegrations of Ni-58,Ni-60,Ni-61,Ni-62, Ni-64,Cu-63,Cu-65,Zn-67,Ga-69 and Ga-71 from (N,N'G) Reaction"
4/405,40542,20030812,3,,1977,M.V.Savin+,,"Prog: Yaderno-Fizicheskie Issledovaniya v SSSR, No.24, p.11 (1977)","Cross-Sections for Discrete Gamma-Lines Production On Lead At Neutron Energies 1 - 10 Mev"
4/405,40543,20070914,2,,1977,E.F.Fomushkin+,,"Rept: Yaderno-Fizicheskie Issledovaniya v SSSR, No.24, p.10 (1977)","Measurement of the Pu-239 to U-235 fission cross- section ratio in the energy range 0.27-9.85 MeV"
4/405,40544,19980203,6,,1977,O.A.Shcherbakov+,,"Prog: Yadernye Konstanty, No.25, p.51 (1977)","Slow Neutron Total and Radiative Capture Cross- Section of Fe-56"
4/405,40545,19920809,3,,1979,V.F.Teplykh+,,"Jour: Yadernaya Fizika, Vol.29, Issue.2, p.293 (1979)","Fine Structure In Mass Yields of Neutron-Induced Fission Products of Np-237"
4/405,40546,19850329,4,,1979,B.M.Aleksandrov+,,"Jour: Atomnaya Energiya, Vol.46, Issue.6, p.416 (1979)","Absolute Measurements of Am-241 Fission Cross-Section for 2.5 Mev Neutrons"
4/405,40547,20040519,9,,1977,V.M.Adamov+,,"Rept: Yadernye Konstanty, No.24, p.8 (1977)","Absolute Measurements of Fission Cross-Sections of Heavy Elements for Fast Neutrons"
4/405,40548,19860417,3,,1977,V.P.Bolotskij+,,"Jour: Atomnaya Energiya, Vol.42, p.218 (1977)","Measurement of The Capture-To-Fission Cross-Section Ratio for Pu-239"
4/405,40549,19860121,5,,1979,V.A.Anufrijev+,,"Prog: Yadernye Konstanty, No.1(32), p.19 (1979)","Neutron Parameters of Cobalt-60 (Half-Life Is 5.27 Yr)"
4/405,40550,19870623,4,,1977,G.V.Muradyan+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.3, p.119 (1977)","Measurement of Radiation-Capture and Fission Cross-Sections and Their Ratio Alfa for Uranium-235"
4/405,40551,20010126,17,,1980,T.S.Belanova+,,"Jour: Atomnaya Energiya, Vol.48, Issue.1, p.28 (1980)","Osmium Neutron Resonances Investigation In 1. -550 eV Energy Range"
4/405,40552,19861021,4,,1977,I.D.Alknazov+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.3, p.155 (1977)","Absolute Measurements of Fission Cross-Sections for U-233, Np-237 and Pu-239 By 14.8 Mev Neutrons"
4/405,40553,19890331,4,,1977,V.M.Adamov+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.3, p.158 (1977)","Absolute Measurements of Fission Cross-Sestions for U-233, Np-237 and Pu-239 By Fission-Spectrum Neutrons of Cf-252"
4/405,40554,19920809,6,,1977,A.N.Gudkov+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.3, p.192 (1977)","Determination of The Th-232,U-233,U-235,U-238 and Pu-239 Fission Products Cummulative Yields By Fast Neutrons"
4/405,40555,19850423,3,,1977,L.M.Andrejchuk+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.3, p.230 (1977)","Prompt Neutrons Angular Spectra Cf-252 Ternary Fission"
4/405,40556,19851003,5,,1977,V.N.Vinogradov+,,"Jour: Yadernaya Fizika, Vol.26, Issue.5, p.936 (1977)","Measurement of The Neutron Total Cross-Sections for The Isotopes Fe-54 and Fe-56 By Means of The Time-Of-Flight Method In The Energy Range 1 - 70 Kev"
4/405,40557,19850329,4,,1977,I.A.Korzh+,,"Jour: Yadernaya Fizika, Vol.26, Issue.6, p.1151 (1977)","Investigation of The Neutron Scattering In The Energy Range 1.5 - 3.0 Mev On Even-Even Cromium Isotopes"
4/405,40558,19850329,2,,1983,YA.YA.Berzin'+,,"Conf: 33.Conf.on Nucl.Spectr.and Nucl.Struct.,Moscow 1983, p.123 (1983)","Excited Level Investigation for Gadolinium-160 By The Inelastic Neutron Scattering"
4/405,40559,19870601,6,,1977,A.I.Tutubalin+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.2, p.65 (1977)","Total Cross-Sectins of 14.7 Mev Neutrons With Nuclei Ni, Mo, Sn, W,Bi"
4/405,40560,19850329,3,,1977,P.E.Vorotnikov+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.2, p.119 (1977)","Fast Neutron Scattering On Uranium-238"
4/405,40561,19850329,2,,1977,JY.V.Adamcnuk+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.2, p.192 (1977)","Measurement of Capture Cross-Section for Uranium-238"
4/405,40562,19850329,6,,1977,N.L.Gnidak+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.2, p.223 (1977)","Neutron Cross-Sections and Alfa-Value of U-235 for Neutron Energy 2.0 Kev"
4/405,40563,19850329,2,,1979,P.E.Vorotnikov+,,"Rept: Yaderno-Fizicheskie Issledovaniya v SSSR, No.27, p.3 (1979)","Fission-Cross-Section-Ratio Measurements Pu-239/U-235 for Neutron Energy Interval 3 - 200 Kev"
4/405,40564,20010130,3,,1977,V.S.Artamonov+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.2, p.257 (1977)","Neutron Resonances of Cm-242"
4/405,40565,20111101,2,,1983,M.V.Blinov+,,"Conf: 33.Conf.on Nucl.Spectr.and Nucl.Struct.,Moscow 1983, p.313 (1983)","Gamma-ray spectrum arising at the 3-MeV-neutron interaction with U-235 nuclei ."
